from_currency	to_currency	rate	source
PHP	CAD	0.0235395189	demo-seed
PHP	HKD	0.1341924399	demo-seed
PHP	HUF	6.0567010309	demo-seed
PHP	IDR	279.2096219931	demo-seed
PHP	ILS	0.0632302405	demo-seed
PHP	INR	1.4278350515	demo-seed
PHP	JPY	2.6872852234	demo-seed
PHP	KRW	23.4536082474	demo-seed
PHP	MAD	0.1714776632	demo-seed
PHP	MXN	0.2872852234	demo-seed
PHP	MYR	0.0809278351	demo-seed
PHP	NOK	0.1817869416	demo-seed
PHP	NZD	0.0285223368	demo-seed
PHP	PLN	0.0646048110	demo-seed
PHP	SEK	0.1776632302	demo-seed
PHP	VND	426.1683848797	demo-seed
PHP	SGD	0.0231958763	demo-seed
PHP	THB	0.6262886598	demo-seed
PHP	TRY	0.5529209622	demo-seed
PHP	TWD	0.5575601375	demo-seed
PHP	ZAR	0.3163230241	demo-seed
PLN	USD	0.2659574468	demo-seed
PLN	AUD	0.4069148936	demo-seed
PLN	BRL	1.4414893617	demo-seed
PLN	CHF	0.2420212766	demo-seed
PLN	CNY	1.9255319149	demo-seed
PLN	CZK	6.0319148936	demo-seed
PLN	DKK	1.8297872340	demo-seed
PLN	EUR	0.2340425532	demo-seed
PLN	GBP	0.1994680851	demo-seed
PLN	CAD	0.3643617021	demo-seed
PLN	HKD	2.0771276596	demo-seed
PLN	HUF	93.7500000000	demo-seed
PLN	IDR	4321.8085106383	demo-seed
PLN	ILS	0.9787234043	demo-seed
PLN	INR	22.1010638298	demo-seed
PLN	JPY	41.5957446809	demo-seed
PLN	KRW	363.0319148936	demo-seed
PLN	MAD	2.6542553191	demo-seed
PLN	MXN	4.4468085106	demo-seed
PLN	MYR	1.2526595745	demo-seed
PLN	NOK	2.8138297872	demo-seed
PLN	NZD	0.4414893617	demo-seed
PLN	PHP	15.4787234043	demo-seed
PLN	SEK	2.7500000000	demo-seed
PLN	VND	6596.5425531915	demo-seed
PLN	SGD	0.3590425532	demo-seed
PLN	THB	9.6941489362	demo-seed
PLN	TRY	8.5585106383	demo-seed
PLN	TWD	8.6303191489	demo-seed
PLN	ZAR	4.8962765957	demo-seed
SEK	USD	0.0967117988	demo-seed
SEK	AUD	0.1479690522	demo-seed
SEK	BRL	0.5241779497	demo-seed
SEK	CHF	0.0880077369	demo-seed
SEK	CNY	0.7001934236	demo-seed
SEK	CZK	2.1934235977	demo-seed
SEK	DKK	0.6653771760	demo-seed
SEK	EUR	0.0851063830	demo-seed
SEK	GBP	0.0725338491	demo-seed
SEK	CAD	0.1324951644	demo-seed
SEK	HKD	0.7553191489	demo-seed
SEK	HUF	34.0909090909	demo-seed
SEK	IDR	1571.5667311412	demo-seed
SEK	ILS	0.3558994197	demo-seed
SEK	INR	8.0367504836	demo-seed
SEK	JPY	15.1257253385	demo-seed
SEK	KRW	132.0116054159	demo-seed
SEK	MAD	0.9651837524	demo-seed
SEK	MXN	1.6170212766	demo-seed
SEK	MYR	0.4555125725	demo-seed
SEK	NOK	1.0232108317	demo-seed
SEK	NZD	0.1605415861	demo-seed
SEK	PHP	5.6286266925	demo-seed
SEK	PLN	0.3636363636	demo-seed
SEK	VND	2398.7427466151	demo-seed
SEK	SGD	0.1305609284	demo-seed
SEK	THB	3.5251450677	demo-seed
SEK	TRY	3.1121856867	demo-seed
SEK	TWD	3.1382978723	demo-seed
SEK	ZAR	1.7804642166	demo-seed
VND	USD	0.0000403177	demo-seed
VND	AUD	0.0000616861	demo-seed
VND	BRL	0.0002185220	demo-seed
VND	CHF	0.0000366891	demo-seed
VND	CNY	0.0002919002	demo-seed
VND	CZK	0.0009144055	demo-seed
VND	DKK	0.0002773858	demo-seed
VND	EUR	0.0000354796	demo-seed
VND	GBP	0.0000302383	demo-seed
VND	CAD	0.0000552353	demo-seed
VND	HKD	0.0003148813	demo-seed
VND	HUF	0.0142119905	demo-seed
VND	IDR	0.6551626819	demo-seed
VND	ILS	0.0001483691	demo-seed
VND	INR	0.0033504012	demo-seed
VND	JPY	0.0063056888	demo-seed
VND	KRW	0.0550336653	demo-seed
VND	MAD	0.0004023707	demo-seed
VND	MXN	0.0006741120	demo-seed
VND	MYR	0.0001898964	demo-seed
VND	NOK	0.0004265613	demo-seed
VND	NZD	0.0000669274	demo-seed
VND	PHP	0.0023464903	demo-seed
VND	PLN	0.0001515946	demo-seed
VND	SEK	0.0004168851	demo-seed
VND	SGD	0.0000544289	demo-seed
VND	THB	0.0014695803	demo-seed
VND	TRY	0.0012974237	demo-seed
VND	TWD	0.0013083095	demo-seed
VND	ZAR	0.0007422489	demo-seed
SGD	USD	0.7407407407	demo-seed
SGD	AUD	1.1333333333	demo-seed
SGD	BRL	4.0148148148	demo-seed
SGD	CHF	0.6740740741	demo-seed
SGD	CNY	5.3629629630	demo-seed
SGD	CZK	16.8000000000	demo-seed
SGD	DKK	5.0962962963	demo-seed
SGD	EUR	0.6518518519	demo-seed
SGD	GBP	0.5555555556	demo-seed
SGD	CAD	1.0148148148	demo-seed
SGD	HKD	5.7851851852	demo-seed
SGD	HUF	261.1111111111	demo-seed
SGD	IDR	12037.0370370370	demo-seed
SGD	ILS	2.7259259259	demo-seed
SGD	INR	61.5555555556	demo-seed
SGD	JPY	115.8518518519	demo-seed
SGD	KRW	1011.1111111111	demo-seed
SGD	MAD	7.3925925926	demo-seed
SGD	MXN	12.3851851852	demo-seed
SGD	MYR	3.4888888889	demo-seed
SGD	NOK	7.8370370370	demo-seed
SGD	NZD	1.2296296296	demo-seed
SGD	PHP	43.1111111111	demo-seed
SGD	PLN	2.7851851852	demo-seed
SGD	SEK	7.6592592593	demo-seed
SGD	VND	18372.5925925926	demo-seed
SGD	THB	27.0000000000	demo-seed
SGD	TRY	23.8370370370	demo-seed
SGD	TWD	24.0370370370	demo-seed
SGD	ZAR	13.6370370370	demo-seed
THB	USD	0.0274348422	demo-seed
THB	AUD	0.0419753086	demo-seed
THB	BRL	0.1486968450	demo-seed
THB	CHF	0.0249657064	demo-seed
THB	CNY	0.1986282579	demo-seed
THB	CZK	0.6222222222	demo-seed
THB	DKK	0.1887517147	demo-seed
THB	EUR	0.0241426612	demo-seed
THB	GBP	0.0205761317	demo-seed
THB	CAD	0.0375857339	demo-seed
THB	HKD	0.2142661180	demo-seed
THB	HUF	9.6707818930	demo-seed
THB	IDR	445.8161865569	demo-seed
THB	ILS	0.1009602195	demo-seed
THB	INR	2.2798353909	demo-seed
THB	JPY	4.2908093278	demo-seed
THB	KRW	37.4485596708	demo-seed
THB	MAD	0.2737997257	demo-seed
THB	MXN	0.4587105624	demo-seed
THB	MYR	0.1292181070	demo-seed
THB	NOK	0.2902606310	demo-seed
THB	NZD	0.0455418381	demo-seed
THB	PHP	1.5967078189	demo-seed
THB	PLN	0.1031550069	demo-seed
THB	SEK	0.2836762689	demo-seed
THB	VND	680.4663923182	demo-seed
THB	SGD	0.0370370370	demo-seed
THB	TRY	0.8828532236	demo-seed
THB	TWD	0.8902606310	demo-seed
THB	ZAR	0.5050754458	demo-seed
TRY	USD	0.0310752020	demo-seed
TRY	AUD	0.0475450590	demo-seed
TRY	BRL	0.1684275948	demo-seed
TRY	CHF	0.0282784338	demo-seed
TRY	CNY	0.2249844624	demo-seed
TRY	CZK	0.7047855811	demo-seed
TRY	DKK	0.2137973897	demo-seed
TRY	EUR	0.0273461778	demo-seed
TRY	GBP	0.0233064015	demo-seed
TRY	CAD	0.0425730267	demo-seed
TRY	HKD	0.2426973275	demo-seed
TRY	HUF	10.9540087011	demo-seed
TRY	IDR	504.9720323182	demo-seed
TRY	ILS	0.1143567433	demo-seed
TRY	INR	2.5823492853	demo-seed
TRY	JPY	4.8601615911	demo-seed
TRY	KRW	42.4176507147	demo-seed
TRY	MAD	0.3101305158	demo-seed
TRY	MXN	0.5195773773	demo-seed
TRY	MYR	0.1463642014	demo-seed
TRY	NOK	0.3287756370	demo-seed
TRY	NZD	0.0515848353	demo-seed
TRY	PHP	1.8085767557	demo-seed
TRY	PLN	0.1168427595	demo-seed
TRY	SEK	0.3213175886	demo-seed
TRY	VND	770.7582349285	demo-seed
TRY	SGD	0.0419515227	demo-seed
TRY	THB	1.1326911125	demo-seed
TRY	TWD	1.0083903045	demo-seed
TRY	ZAR	0.5720944686	demo-seed
TWD	USD	0.0308166410	demo-seed
TWD	AUD	0.0471494607	demo-seed
TWD	BRL	0.1670261941	demo-seed
TWD	CHF	0.0280431433	demo-seed
TWD	CNY	0.2231124807	demo-seed
TWD	CZK	0.6989214176	demo-seed
TWD	DKK	0.2120184900	demo-seed
TWD	EUR	0.0271186441	demo-seed
TWD	GBP	0.0231124807	demo-seed
TWD	CAD	0.0422187982	demo-seed
TWD	HKD	0.2406779661	demo-seed
TWD	HUF	10.8628659476	demo-seed
TWD	IDR	500.7704160247	demo-seed
TWD	ILS	0.1134052388	demo-seed
TWD	INR	2.5608628659	demo-seed
TWD	JPY	4.8197226502	demo-seed
TWD	KRW	42.0647149461	demo-seed
TWD	MAD	0.3075500770	demo-seed
TWD	MXN	0.5152542373	demo-seed
TWD	MYR	0.1451463790	demo-seed
TWD	NOK	0.3260400616	demo-seed
TWD	NZD	0.0511556240	demo-seed
TWD	PHP	1.7935285054	demo-seed
TWD	PLN	0.1158705701	demo-seed
TWD	SEK	0.3186440678	demo-seed
TWD	VND	764.3451463790	demo-seed
TWD	SGD	0.0416024653	demo-seed
TWD	THB	1.1232665639	demo-seed
TWD	TRY	0.9916795069	demo-seed
TWD	ZAR	0.5673343606	demo-seed
ZAR	USD	0.0543183053	demo-seed
ZAR	AUD	0.0831070071	demo-seed
ZAR	BRL	0.2944052146	demo-seed
ZAR	CHF	0.0494296578	demo-seed
ZAR	CNY	0.3932645301	demo-seed
ZAR	CZK	1.2319391635	demo-seed
ZAR	DKK	0.3737099402	demo-seed
ZAR	EUR	0.0478001086	demo-seed
ZAR	GBP	0.0407387290	demo-seed
ZAR	CAD	0.0744160782	demo-seed
ZAR	HKD	0.4242259641	demo-seed
ZAR	HUF	19.1472026073	demo-seed
ZAR	IDR	882.6724606192	demo-seed
ZAR	ILS	0.1998913634	demo-seed
ZAR	INR	4.5138511678	demo-seed
ZAR	JPY	8.4953829441	demo-seed
ZAR	KRW	74.1444866920	demo-seed
ZAR	MAD	0.5420966866	demo-seed
ZAR	MXN	0.9082020641	demo-seed
ZAR	MYR	0.2558392178	demo-seed
ZAR	NOK	0.5746876697	demo-seed
ZAR	NZD	0.0901683867	demo-seed
ZAR	PHP	3.1613253666	demo-seed
ZAR	PLN	0.2042368278	demo-seed
ZAR	SEK	0.5616512765	demo-seed
ZAR	VND	1347.2569255839	demo-seed
ZAR	SGD	0.0733297121	demo-seed
ZAR	THB	1.9799022271	demo-seed
ZAR	TRY	1.7479630636	demo-seed
ZAR	TWD	1.7626290060	demo-seed
